,Id,Label,Degree,Pageranks,Eigencentrality,Package,FinalRiskScore
1065,1065,prettytable-0.7.2,14,0.000092,0.00694,prettytable,0.602025752
1066,1066,pyyaml-5.1,9,0.000091,0.00508,pyyaml,0.582502359
1067,1067,pbr-5.11.1,74,0.001159,0.03888,pbr,0.671641247
1068,1068,os-service-types-1.7.0,5,0.000065,0.00266,os-service-types,0.671641247
1069,1069,heartbridge-2.0.0,2,0.000035,0,heartbridge,0.836581832
1070,1070,hops-3.2.0.0,11,0.000035,0,hops,0.770626923
1071,1071,dnspython-1.16.0,3,0.000051,0.00139,dnspython,0.712805703
1072,1072,nvidia-ml-py3-7.352.0,6,0.000101,0.00277,nvidia-ml-py,0.671641247
1073,1073,pyhopshive-0.6.4.1.dev0,6,0.000041,0.00091,pyhopshive- dev,0.671641247
1074,1074,pyjks-20.0.0,13,0.000065,0.0037,pyjks,0.775312955
1075,1075,thrift-0.16.0,11,0.000144,0.00427,thrift,0.671641247
1076,1076,javaobj-py3-0.4.3,1,0.000046,0.00063,javaobj-py,0.910765126
1077,1077,twofish-0.3.0,1,0.000046,0.00063,twofish,0.75837394
1078,1078,grafq-0.0.3,1,0.000035,0,grafq,0.831791622
1079,1079,hboard-0.1.1,2,0.000035,0,hboard,0.675603849
1080,1080,hypernets-0.2.5.7,28,0.000072,0.00183,hypernets,0.694481482
1081,1081,featuretools-1.24.0,14,0.000037,0.00055,featuretools,0.574817735
1082,1082,featuretools-1.25.0,12,0.000037,0.00055,featuretools,0.574817735
1083,1083,holidays-0.22,7,0.000041,0.00096,holidays,0.674455247
1084,1084,woodwork-0.22.0,8,0.000037,0.00048,woodwork,0.678977749
1085,1085,holidays-0.23,9,0.000077,0.0024,holidays,0.674455247
1086,1086,convertdate-2.4.0,6,0.000075,0.00255,convertdate,0.640772887
1087,1087,hijri-converter-2.2.4,3,0.000073,0.00153,hijri-converter,0.675220291
1088,1088,korean-lunar-calendar-0.3.1,2,0.000058,0.00107,korean-lunar-calendar,0.683837011
1089,1089,pymeeus-0.5.12,2,0.000105,0.00108,pymeeus,0.801104478
1090,1090,importlib-resources-5.12.0,29,0.000321,0.01451,importlib-resources,0.75712155
1091,1091,graphene-cerberus-0.1,2,0.000035,0,graphene-cerberus,0.83190671
1092,1092,cerberus-1.3.4,6,0.000071,0.00233,cerberus,0.730056999
1093,1093,graphql-core-3.2.3,26,0.000609,0.01288,graphql-core,0.609022286
1094,1094,hoa-utils-0.1.0,2,0.000035,0,hoa-utils,0.820786028
1095,1095,lark-parser-0.9.0,1,0.00005,0.00046,lark-parser,0.710830481
1096,1096,graphql-flask-1.1.0,2,0.000035,0,graphql-flask,0.774011219
1097,1097,aablobwrapper-0.6.8,2,0.000035,0,aablobwrapper,0.847662211
1098,1098,azure-storage-blob-12.16.0,11,0.000069,0.00292,azure-storage-blob,0.410265266
1099,1099,hotckissast-1.0.1,2,0.000035,0,hotckissast,0.710979249
1100,1100,glaring-simulation-0.1.3,2,0.000035,0,glaring-simulation,0.831755142
1101,1101,hamcrtools-0.0.5,3,0.000035,0,hamcrtools,0.692042351
1102,1102,pyhamcrest-2.0.4,5,0.000077,0.00235,pyhamcrest,0.591003602
1103,1103,hw1-curr-0.2.0,6,0.000035,0,hw -curr,0.831841076
1104,1104,datetime-5.1,24,0.000224,0.01012,datetime,0.847643979
1105,1105,polygon-1.1.0,7,0.000046,0.00091,polygon,0.820380864
1106,1106,acestream-search-1.6.1,1,0.000035,0,acestream-search,0.831233535
1107,1107,hydra-zen-0.10.0,2,0.000035,0,hydra-zen,0.80003748
1108,1108,hop-plugin-snews-0.0.1,1,0.000035,0,hop-plugin-snews,0.695210715
1109,1109,hop-client-0.8.0,6,0.000065,0.00046,hop-client,0.63878113
1110,1110,adc-streaming-2.3.1,6,0.000046,0.00048,adc-streaming,0.789853705
1111,1111,authlib-1.2.0,2,0.000043,0.00048,authlib,0.715091095
1112,1112,hs2client-0.1.1,4,0.000035,0,hs client,0.695072257
1113,1113,thrift-sasl-0.4.3,6,0.00005,0.00094,thrift-sasl,0.702347315
1114,1114,pure-sasl-0.6.2,1,0.000046,0.0005,pure-sasl,0.767993719
1115,1115,thrift-0.11.0,3,0.000053,0.00098,thrift,0.671641247
1116,1116,hass-nabucasa-0.64.1,7,0.000035,0,hass-nabucasa,0.758048393
1117,1117,acme-1.31.0,9,0.000039,0.00046,acme,0.584622174
1118,1118,atomicwrites-homeassistant-1.4.1,4,0.000044,0.00187,atomicwrites-homeassistant,0.768935835
1119,1119,pycognito-2022.8.0,5,0.000039,0.00046,pycognito,0.617485632
1120,1120,snitun-0.35.0,4,0.000039,0.00046,snitun,0.715396885
1121,1121,josepy-1.13.0,9,0.000051,0.00144,josepy,0.659504647
1122,1122,pyrfc3339-1.1,5,0.000065,0.00192,pyrfc,0.831813403
1123,1123,pyopenssl-21.0.0,5,0.000048,0.00148,pyopenssl,0.687555257
1124,1124,envs-1.4,3,0.000062,0.00144,envs,0.671641247
1125,1125,abl-quantconnect-stubs-13987.1,3,0.000037,0.00046,abl-quantconnect-stubs,0.828073647
1126,1126,hyperboard-0.1.1,4,0.000035,0,hyperboard,0.820729637
1127,1127,flask-httpauth-4.7.0,6,0.000048,0.00183,flask-httpauth,0.748724182
1128,1128,glue-vispy-viewers-1.0.7,10,0.00005,0.00046,glue-vispy-viewers,0.795639327
1129,1129,glue-core-1.9.1,26,0.000119,0.00414,glue-core,0.727689347
1130,1130,vispy-0.12.2,10,0.000059,0.00235,vispy,0.583613367
1131,1131,echo-0.8.0,4,0.000046,0.00111,echo,0.667599337
1132,1132,mpl-scatter-density-0.7,5,0.000045,0.00111,mpl-scatter-density,0.820390667
1133,1133,pvextractor-0.3,6,0.000041,0.00066,pvextractor,0.780954782
1134,1134,fast-histogram-0.11,3,0.00005,0.00096,fast-histogram,0.650372594
1135,1135,spectral-cube-0.6.0,9,0.000047,0.00094,spectral-cube,0.671641247
1136,1136,casa-formats-io-0.2.1,4,0.000041,0.0005,casa-formats-io,0.719462133
1137,1137,radio-beam-0.3.4,5,0.000041,0.0005,radio-beam,0.671641247
1138,1138,freetype-py-2.3.0,4,0.000057,0.00196,freetype-py,0.630423647
1139,1139,hsluv-5.0.3,2,0.000053,0.00105,hsluv,0.671641247
1140,1140,giturlgetter-1.0.10,5,0.000035,0,giturlgetter,0.847576446
1141,1141,pyfiglet-0.8.post1,8,0.000101,0.0037,pyfiglet- post,0.671641247
1142,1142,gtfslib-1.0.0,6,0.000035,0,gtfslib,0.820782282
1143,1143,pyqtree-1.0.0,1,0.00004,0.00046,pyqtree,0.779127332
1144,1144,pyshp-2.3.1,6,0.000062,0.00277,pyshp,0.884686944
1145,1145,hikka-pyro-2.0.66,2,0.000035,0,hikka-pyro,0.707291594
1146,1146,pyaes-1.6.1,5,0.000089,0.00231,pyaes,0.831611053
1147,1147,gitset-1.0.3,1,0.000035,0,gitset,0.832172031
1148,1148,gogettr-0.8.0,2,0.000035,0,gogettr,0.79456123
1149,1149,google-cloud-automl-2.11.1,3,0.000035,0,google-cloud-automl,0.740726671
1150,1150,gqlmod-github-0.6.1,1,0.000035,0,gqlmod-github,0.831448649
1151,1151,gqlmod-0.8.2,6,0.000065,0.00046,gqlmod,0.831300467
1152,1152,astor-0.8.1,11,0.000102,0.00521,astor,0.749288672
1153,1153,graphql-core-3.3.0a2,2,0.000064,0.00096,graphql-core- a,0.671641247
1154,1154,import-x-0.1.1,1,0.000046,0.00048,import-x,0.675616717
1155,1155,golcher-0.8,2,0.000035,0,golcher,0.821038295
1156,1156,gradescope-0.1.2,6,0.000035,0,gradescope,0.820745905
1157,1157,confuse-2.0.1,5,0.000061,0.00183,confuse,0.768729785
1158,1158,pywsse-0.1.5.2,1,0.00004,0.00046,pywsse,0.695855597
1159,1159,honeybee-radiance-recipe-0.4.28,3,0.000035,0,honeybee-radiance-recipe,0.785032229
1160,1160,honeybee-radiance-1.29.11,5,0.000045,0.00046,honeybee-radiance,0.738582735
1161,1161,luigi-3.0.2,4,0.000045,0.00046,luigi,0.505522647
1162,1162,honeybee-core-1.42.7,4,0.000044,0.00048,honeybee-core,0.760790559
1163,1163,honeybee-radiance-command-1.1.8,1,0.000044,0.00048,honeybee-radiance-command,0.784293871
1164,1164,honeybee-radiance-folder-2.4.0,1,0.000044,0.00048,honeybee-radiance-folder,0.803711267
1165,1165,honeybee-standards-2.0.0,1,0.000044,0.00048,honeybee-standards,0.820274794
1166,1166,honeybee-schema-1.42.0,2,0.000047,0.00048,honeybee-schema,0.798477307
1167,1167,ladybug-core-0.37.4,3,0.000047,0.00048,ladybug-core,0.753861003
1168,1168,ladybug-geometry-polyskel-1.3.23,2,0.000047,0.00048,ladybug-geometry-polyskel,0.786469509
1169,1169,pydantic-openapi-helper-0.2.4,2,0.000075,0.00048,pydantic-openapi-helper,0.804455572
1170,1170,pydantic-1.7.3,1,0.000099,0.00048,pydantic,0.613224668
1171,1171,ladybug-geometry-1.23.4,2,0.000095,0.00096,ladybug-geometry,0.773532855
1172,1172,python-daemon-3.0.1,10,0.00012,0.00331,python-daemon,0.671641247
1173,1173,lockfile-0.12.2,8,0.000102,0.00406,lockfile,0.671641247
1174,1174,gplaycli2-3.30,2,0.000035,0,gplaycli,0.799510643
1175,1175,gpapi2-0.4.5,4,0.00005,0.00046,gpapi,0.781440905
1176,1176,aac-datasets-0.3.2,5,0.000035,0,aac-datasets,0.695717937
1177,1177,py7zr-0.20.4,10,0.000041,0.00046,py zr,0.605079218
1178,1178,torchaudio-2.0.1,3,0.000044,0.00091,torchaudio,0.591131597
1179,1179,inflate64-0.3.1,2,0.000042,0.00096,inflate,0.847587113
1180,1180,multivolumefile-0.2.3,2,0.000042,0.00096,multivolumefile,0.812011129
1181,1181,pybcj-1.0.1,2,0.000042,0.00096,pybcj,0.671641247
1182,1182,pyppmd-1.0.0,2,0.000042,0.00096,pyppmd,0.655464152
1183,1183,pyzstd-0.15.6,2,0.000042,0.00096,pyzstd,0.801745387
1184,1184,texttable-1.6.7,13,0.00024,0.00624,texttable,0.708822214
1185,1185,gtirb-rewriting-0.1.1,8,0.000035,0,gtirb-rewriting,0.653794061
1186,1186,capstone-gt-5.0.0.2,2,0.00005,0.00094,capstone-gt,0.671641247
1187,1187,gtirb-capstone-1.0.1,4,0.000039,0.00046,gtirb-capstone,0.658012268
1188,1188,mcasm-0.2.2,1,0.000039,0.00046,mcasm,0.675097503
1189,1189,keystone-engine-0.9.2,1,0.000046,0.00048,keystone-engine,0.671641247
1190,1190,gmplot-1.4.1,1,0.000035,0,gmplot,0.618188904
1191,1191,graphene-subscriptions-1.0.2,3,0.000035,0,graphene-subscriptions,0.968260476
1192,1192,channels-2.4.0,4,0.000045,0.00046,channels,0.660216023
1193,1193,graphene-django-2.15.0,15,0.000108,0.00322,graphene-django,0.676930227
1194,1194,daphne-2.5.0,4,0.000048,0.00048,daphne,0.72670548
1195,1195,autobahn-23.1.2,17,0.000104,0.00477,autobahn,0.555220871
1196,1196,twisted-22.10.0,42,0.000308,0.01502,twisted,0.552022574
1197,1197,hyperlink-21.0.0,15,0.000121,0.00755,hyperlink,0.759290388
1198,1198,txaio-23.1.1,2,0.000051,0.00118,txaio,0.697625474
1199,1199,automat-22.10.0,8,0.000078,0.00312,automat,0.749980862
1200,1200,constantly-15.1.0,4,0.00008,0.00262,constantly,0.657936637
1201,1201,incremental-22.10.0,9,0.000106,0.00504,incremental,0.780077566
1202,1202,service-identity-21.1.0,17,0.000118,0.00548,service-identity,0.707211381
1203,1203,graphene-2.1.9,22,0.000253,0.00845,graphene,0.673737466
1204,1204,graphql-core-2.3.2,23,0.000407,0.00993,graphql-core,0.609022286
1205,1205,promise-2.3,17,0.000337,0.0086,promise,0.765197434
1206,1206,singledispatch-4.0.0,8,0.000094,0.00383,singledispatch,0.699763132
1207,1207,text-unidecode-1.3,7,0.000317,0.0044,text-unidecode,0.725673181
1208,1208,aniso8601-7.0.0,1,0.000089,0.00086,aniso,0.671641247
1209,1209,graphql-relay-2.0.1,5,0.000102,0.00134,graphql-relay,0.785591543
1210,1210,rx-1.6.3,1,0.00015,0.00092,rx,0.833949392
1211,1211,hall-0.1.13,2,0.000035,0,hall,0.831602556
1212,1212,gmpy2-2.1.5,4,0.000067,0.00183,gmpy,0.727417958
1213,1213,guiqwt-4.3.3,6,0.000035,0,guiqwt,0.783391956
1214,1214,guidata-2.3.1,2,0.00004,0.00046,guidata,0.797306137
1215,1215,pythonqwt-0.10.2,3,0.00004,0.00046,pythonqwt,0.819383021
1216,1216,gracc-0.0,5,0.000035,0,gracc,0.711131109
1217,1217,odeintw-1.0.0,2,0.000041,0.00046,odeintw,0.71104202
1218,1218,abm1559-0.0.2,2,0.000035,0,abm,0.848094414
1219,1219,horizonplot-2.0.0,4,0.000035,0,horizonplot,0.710751503
1220,1220,hkb-diamondsquare-1.0.2,1,0.000035,0,hkb-diamondsquare,0.832162497
1221,1221,hms-base-2.0,1,0.000035,0,hms-base,0.83201102
1222,1222,pika-1.3.1,8,0.00016,0.00368,pika,0.538071056
1223,1223,groundwork-sphinx-theme-1.1.1,1,0.000035,0,groundwork-sphinx-theme,0.683873189
1224,1224,sphinx-6.1.3,54,0.000529,0.01758,sphinx,0.46890645
1225,1225,alabaster-0.7.13,14,0.000097,0.00759,alabaster,0.76464152
1226,1226,imagesize-1.4.1,15,0.0001,0.00804,imagesize,0.768031625
1227,1227,snowballstemmer-2.2.0,15,0.00014,0.00807,snowballstemmer,0.678184531
1228,1228,sphinxcontrib-applehelp-1.0.4,7,0.00008,0.00423,sphinxcontrib-applehelp,0.717229958
1229,1229,sphinxcontrib-devhelp-1.0.2,9,0.000083,0.00519,sphinxcontrib-devhelp,0.671641247
1230,1230,sphinxcontrib-htmlhelp-2.0.1,7,0.00008,0.00423,sphinxcontrib-htmlhelp,0.72586338
1231,1231,sphinxcontrib-jsmath-1.0.1,9,0.000083,0.00519,sphinxcontrib-jsmath,0.671641247
1232,1232,sphinxcontrib-qthelp-1.0.3,9,0.000083,0.00519,sphinxcontrib-qthelp,0.671641247
1233,1233,sphinxcontrib-serializinghtml-1.1.5,10,0.000125,0.00576,sphinxcontrib-serializinghtml,0.671641247
1234,1234,huaweicloudsdkworkspace-3.1.36,1,0.000035,0,huaweicloudsdkworkspace,0.805074858
1235,1235,huaweicloudsdkdc-3.1.36,1,0.000035,0,huaweicloudsdkdc,0.805111848
1236,1236,hisock-2.0.1,1,0.000035,0,hisock,0.803528114
1237,1237,pycryptodome-3.15.0,1,0.000065,0.00046,pycryptodome,0.634173958
1238,1238,accel-brain-base-1.1.0,2,0.000035,0,accel-brain-base,0.820555983
1239,1239,hastebin-client-0.1.2,1,0.000035,0,hastebin-client,0.821110993
1240,1240,gtfo-0.3.0,4,0.000035,0,gtfo,0.710963014
1241,1241,humanapi-0.1.10,2,0.000035,0,humanapi,0.696302175
1242,1242,docopt-0.4.0,1,0.00005,0.00046,docopt,0.754159481
1243,1243,acc-lib-0.0.29,5,0.000035,0,acc-lib,0.653798523
1244,1244,nafflib-1.0.2,1,0.000041,0.00046,nafflib,0.684509843
1245,1245,homevee-cloud-0.0.0.15,1,0.000035,0,homevee-cloud,0.699477189
1246,1246,pyfcm-1.5.4,3,0.000065,0.00046,pyfcm,0.746546735
1247,1247,google-music-utils-2.5.0,5,0.000037,0.00046,google-music-utils,0.831392884
1248,1248,audio-metadata-0.11.1,12,0.000055,0.00192,audio-metadata,0.831118932
1249,1249,more-itertools-8.14.0,6,0.000068,0.0029,more-itertools,0.575406957
1250,1250,attrs-19.3.0,8,0.000151,0.00393,attrs,0.827546126
1251,1251,bidict-0.22.1,8,0.000085,0.00384,bidict,0.671641247
1252,1252,bitstruct-8.17.0,2,0.000057,0.00103,bitstruct,0.790316397
1253,1253,pprintpp-0.4.0,4,0.000058,0.00203,pprintpp,0.786486942
1254,1254,tbm-utils-2.6.0,8,0.000053,0.00199,tbm-utils,0.757993763
1255,1255,google-python-cloud-debugger-3.5,6,0.000035,0,google-python-cloud-debugger,0.618421684
1256,1256,firebase-admin-6.1.0,8,0.000055,0.00091,firebase-admin,0.602244847
1257,1257,google-cloud-firestore-2.11.0,6,0.000046,0.00096,google-cloud-firestore,0.731906354
1258,1258,google-cloud-storage-2.8.0,27,0.000194,0.01072,google-cloud-storage,0.710825813
1259,1259,google-cloud-core-2.3.2,19,0.000218,0.00794,google-cloud-core,0.74518312
1260,1260,google-api-core-1.34.0,27,0.000181,0.00829,google-api-core,0.720813266
1261,1261,google-resumable-media-2.4.1,7,0.000092,0.00362,google-resumable-media,0.74753947
1262,1262,google-crc32c-1.5.0,2,0.000132,0.00109,google-crc c,0.762171611
1263,1263,gsheetz-0.0.2,4,0.000035,0,gsheetz,0.847597775
1264,1264,mr-clean-0.0.8,4,0.000042,0.00046,mr-clean,0.847336795
1265,1265,anytree-2.8.0,13,0.00011,0.00553,anytree,0.761463061
1266,1266,hyper-rpc-0.0.1a4,2,0.000035,0,hyper-rpc- a,0.671641247
1267,1267,grpcio-tools-1.48.2,8,0.000055,0.00137,grpcio-tools,0.671641247
1268,1268,purerpc-0.6.1,7,0.00005,0.00046,purerpc,0.649823437
1269,1269,grpcio-1.48.2,3,0.000048,0.00098,grpcio,0.671641247
1270,1270,anyio-1.4.0,5,0.000057,0.00094,anyio,0.741335072
1271,1271,async-exit-stack-1.0.1,3,0.000046,0.00142,async-exit-stack,0.831792131
1272,1272,async-generator-1.10,8,0.000151,0.00411,async-generator,0.798713712
1273,1273,h2-3.2.0,7,0.000083,0.00233,h,0.969386084
1274,1274,hpack-3.0.0,2,0.0001,0.00107,hpack,0.75988039
1275,1275,hyperframe-5.2.0,2,0.000077,0.00103,hyperframe,0.765127849
1276,1276,headloop-1.0.11,2,0.000035,0,headloop,0.695201223
1277,1277,biopython-1.81,41,0.000384,0.01798,biopython,0.494134228
1278,1278,melt-1.0.3,1,0.00005,0.00046,melt,0.820448289
1279,1279,hue-py-0.3.1,3,0.000065,0.00046,hue-py,0.847522592
1280,1280,google-cloud-iot-2.9.1,4,0.000035,0,google-cloud-iot,0.756915517
1281,1281,gsm0338-1.0.0,1,0.000035,0,gsm,0.847370618
1282,1282,headnode-notifier-1.5.4,1,0.000035,0,headnode-notifier,0.695042083
1283,1283,hse-advanced-python-example-project-0.2,1,0.000035,0,hse-advanced-python-example-project,0.847877913
1284,1284,graphviz-0.20.1,21,0.000294,0.00984,graphviz,0.756550078
1285,1285,historist-0.1.0.dev2,1,0.000035,0,historist- dev,0.671641247
1286,1286,gw-frequencies-0.1.1,1,0.000035,0,gw-frequencies,0.831832255
1287,1287,google-cloud-policy-troubleshooter-1.8.1,4,0.000035,0,google-cloud-policy-troubleshooter,0.786171651
1288,1288,har2tavern-0.0.2,2,0.000035,0,har tavern,0.700238569
1289,1289,tavern-2.0.7,11,0.00005,0.00046,tavern,0.651540072
1290,1290,paho-mqtt-1.6.1,25,0.000358,0.01156,paho-mqtt,0.671641247
1291,1291,pykwalify-1.8.0,6,0.000057,0.00139,pykwalify,0.616449275
1292,1292,pytest-7.2.2,7,0.000039,0.00048,pytest,0.456905797
1293,1293,python-box-6.1.0,1,0.000039,0.00048,python-box,0.821633538
1294,1294,stevedore-4.1.1,2,0.000039,0.00048,stevedore,0.671641247
1295,1295,abc-analysis-0.1.21,4,0.000035,0,abc-analysis,0.820270524
1296,1296,hpc-acm-1.3.1,5,0.000042,0.00046,hpc-acm,0.699792515
1297,1297,google-cloud-documentai-2.15.0,4,0.000041,0.00046,google-cloud-documentai,0.762858654
1298,1298,huaweicloudsdkcampusgo-3.1.36,1,0.000035,0,huaweicloudsdkcampusgo,0.804369687
1299,1299,gourde-0.6.0,5,0.000035,0,gourde,0.653439
1300,1300,blinker-1.6.2,19,0.000218,0.00951,blinker,0.904775473
1301,1301,prometheus-flask-exporter-0.22.3,5,0.000044,0.00142,prometheus-flask-exporter,0.753739603
1302,1302,sentry-sdk-1.19.1,17,0.000118,0.00562,sentry-sdk,0.597955601
1303,1303,google-alerts-0.2.9,2,0.000035,0,google-alerts,0.80388087
1304,1304,guesstimator-0.0.2,1,0.000035,0,guesstimator,0.71054404
1305,1305,guilded-py-1.7.0,1,0.000035,0,guilded-py,0.644245011
1306,1306,hipcat-0.1.0,2,0.000035,0,hipcat,0.653684103
1307,1307,graphene-django-3.0.0,23,0.000236,0.00782,graphene-django,0.676930227
1308,1308,graphene-3.2.2,20,0.000249,0.00817,graphene,0.673737466
1309,1309,graphql-relay-3.2.0,5,0.000147,0.00259,graphql-relay,0.785591543
1310,1310,gs-meta-0.0.2,5,0.000035,0,gs-meta,0.831836697
1311,1311,readchar-4.0.5,11,0.000126,0.00482,readchar,0.760558739
1312,1312,gmtmodernize-1.2,1,0.000035,0,gmtmodernize,0.831590447
1313,1313,gridmapdecompose-0.1.7,4,0.000035,0,gridmapdecompose,0.862556206
1314,1314,hoggormplot-0.13.2,1,0.000035,0,hoggormplot,0.66210372
1315,1315,hera-filters-0.1.3,5,0.000042,0.00094,hera-filters,0.668582939
1316,1316,glueetl-0.0.5,1,0.000035,0,glueetl,0.83171399
1317,1317,acconeer-exptool-6.0.4,10,0.000035,0,acconeer-exptool,0.618021348
1318,1318,pyserial-3.5,57,0.001117,0.02682,pyserial,0.575906728
1319,1319,pyusb-1.2.1,8,0.00018,0.00383,pyusb,0.671641247
1320,1320,textual-0.1.18,5,0.000082,0.00187,textual,0.645770809
1321,1321,globus-automate-client-0.17.0,8,0.000035,0,globus-automate-client,0.771400789
1322,1322,globus-sdk-3.19.0,14,0.000187,0.00514,globus-sdk,0.757419614
1323,1323,graphviz-0.12,2,0.000044,0.00094,graphviz,0.756550078
1324,1324,jsonschema-3.2.0,19,0.000106,0.0066,jsonschema,0.566904786
1325,1325,grec-0.2.0,1,0.000035,0,grec,0.831989251
1326,1326,graph-tools-1.11,4,0.000035,0,graph-tools,0.862658209
1327,1327,perlcompat-1.1,1,0.000042,0.00046,perlcompat,0.862817082
1328,1328,pytess-1.0.0,1,0.000042,0.00046,pytess,0.81617294
1329,1329,tbdump-1.4,2,0.000042,0.00046,tbdump,0.773445317
1330,1330,ansiterm-1.1,1,0.000071,0.00048,ansiterm,0.862782933
1331,1331,gsmtasks-client-0.4.0,2,0.000035,0,gsmtasks-client,0.695202514
1332,1332,lapidary-0.7.3,7,0.00005,0.00046,lapidary,0.831722168
1333,1333,httpx-0.23.3,22,0.000253,0.00788,httpx,0.551984718
1334,1334,python-mimeparse-1.6.0,6,0.000103,0.00281,python-mimeparse,0.644220293
1335,1335,httpcore-0.16.3,6,0.000087,0.00134,httpcore,0.747009623
1336,1336,gmn-python-api-0.0.8,6,0.000035,0,gmn-python-api,0.818840486
1337,1337,click-8.0.4,7,0.0001,0.00329,click,0.786075881
1338,1338,numpy-1.21.4,2,0.000064,0.00133,numpy,0.260893907
1339,1339,pytz-2018.9,10,0.000146,0.00525,pytz,0.786790187
1340,1340,acasclient-2023.1.0,6,0.000035,0,acasclient,0.792528957
1341,1341,gym-snake-0.1.7,3,0.000035,0,gym-snake,0.831810458
1342,1342,pygame-2.3.0,41,0.000556,0.01876,pygame,0.440866313
1343,1343,gotime-0.1.4,1,0.000035,0,gotime,0.81902099
1344,1344,acfunsdk-0.9.7,4,0.00004,0.00046,acfunsdk,0.83173631
1345,1345,4ch-1.0.0,1,0.000035,0,ch,0.96835844
1346,1346,goodplay-0.12.0,6,0.000035,0,goodplay,0.938639451
1347,1347,ansible-7.4.0,4,0.000062,0.00137,ansible,0.419329507
1348,1348,cached-property-1.5.2,29,0.000217,0.01371,cached-property,0.759226144
1349,1349,docker-compose-1.29.2,13,0.000042,0.00091,docker-compose,0.516836621
1350,1350,sarge-0.1.7.post1,1,0.00004,0.00046,sarge- post,0.671641247
1351,1351,ansible-core-2.14.4,7,0.000088,0.00052,ansible-core,0.444224924
1352,1352,resolvelib-0.8.1,1,0.000047,0.00048,resolvelib,0.762762755
1353,1353,distro-1.8.0,13,0.000159,0.00612,distro,0.745637403
1354,1354,docker-6.0.1,33,0.000209,0.01213,docker,0.620656234
1355,1355,dockerpty-0.4.1,3,0.00004,0.00096,dockerpty,0.77521473
1356,1356,websocket-client-0.59.0,7,0.000112,0.00346,websocket-client,0.598535156
1357,1357,docker-5.0.3,8,0.000047,0.0019,docker,0.620656234
1358,1358,goat-0.3.2,1,0.000035,0,goat,0.820491122
1359,1359,behave-1.2.6,8,0.000097,0.00231,behave,0.720314872
1360,1360,parse-type-0.6.0,3,0.000062,0.00057,parse-type,0.831273596
1361,1361,haste-client-1.0.3,2,0.000035,0,haste-client,0.821174576
1362,1362,hepdata-converter-ws-client-0.2.2,2,0.000035,0,hepdata-converter-ws-client,0.668022172
1363,1363,google-cloud-pubsub-2.16.0,9,0.000049,0.00137,google-cloud-pubsub,0.716712464
1364,1364,haggis-0.9.1,1,0.000035,0,haggis,0.967431376
1365,1365,hoser-0.0.5,2,0.000035,0,hoser,0.711037574
1366,1366,accessibility-toolbar-1.0.35,1,0.000035,0,accessibility-toolbar,0.839613866
1367,1367,graphpkg-1.0.4,10,0.000035,0,graphpkg,0.831527156
1368,1368,git-up-2.2.0,3,0.000035,0,git-up,0.761372213
1369,1369,gitpython-3.1.31,90,0.000933,0.04142,gitpython,0.671641247
1370,1370,gitdb-4.0.10,14,0.001305,0.0083,gitdb,0.671641247
1371,1371,smmap-5.0.0,4,0.001228,0.00224,smmap,0.699797355
1372,1372,hypermediachannels-0.0.5,4,0.000035,0,hypermediachannels,0.820700888
1373,1373,channels-4.0.0,7,0.000133,0.00237,channels,0.660216023
1374,1374,channelsmultiplexer-0.0.3,2,0.000042,0.00046,channelsmultiplexer,0.820751411
1375,1375,djangochannelsrestframework-0.0.6,4,0.000042,0.00046,djangochannelsrestframework,0.767702358
1376,1376,grainpy-0.1.0,5,0.000035,0,grainpy,0.847657853
1377,1377,hi-tension-0.1.0,1,0.000035,0,hi-tension,0.831779852
1378,1378,go-cli-0.1.1,2,0.000035,0,go-cli,0.831718186
1379,1379,go-http-0.3.2,2,0.00005,0.00046,go-http,0.798693652
1380,1380,hass-mqtt-things-0.5.4,2,0.000035,0,hass-mqtt-things,0.710997294
1381,1381,hearstpatterns-0.1.3,1,0.000035,0,hearstpatterns,0.79060492
1382,1382,spacy-3.5.2,40,0.000246,0.0088,spacy,0.474787772
1383,1383,catalogue-2.0.8,5,0.000124,0.003,catalogue,0.777744303
1384,1384,cymem-2.0.7,5,0.000076,0.00293,cymem,0.78064557
1385,1385,langcodes-3.3.0,5,0.000054,0.00232,langcodes,0.783402734
1386,1386,murmurhash-1.0.9,5,0.000076,0.00293,murmurhash,0.812542334
1387,1387,pathy-0.10.1,5,0.000047,0.0014,pathy,0.789206408
1388,1388,preshed-3.0.8,6,0.000053,0.00237,preshed,0.768399029
1389,1389,spacy-legacy-3.0.12,2,0.000047,0.0014,spacy-legacy,0.671641247
1390,1390,spacy-loggers-1.0.4,2,0.000047,0.0014,spacy-loggers,0.713739828
1391,1391,srsly-2.4.6,8,0.000083,0.00381,srsly,0.685744364
1392,1392,thinc-8.1.9,14,0.000045,0.00088,thinc,0.551039203
1393,1393,wasabi-1.1.1,4,0.000059,0.00228,wasabi,0.700858514
1394,1394,blis-0.7.9,5,0.000043,0.0015,blis,0.758225791
1395,1395,confection-0.0.4,3,0.000038,0.00049,confection,0.794639802
1396,1396,grafana-backup-1.3.0,7,0.000035,0,grafana-backup,0.764456022
1397,1397,influxdb-5.3.1,11,0.000092,0.00283,influxdb,0.564366914
1398,1398,hdrstats-0.1.10,4,0.000035,0,hdrstats,0.656134116
1399,1399,clasp-1.1.9,7,0.000042,0.00046,clasp,0.671641247
